order,coupon,currency,driver,fact_km,plan_km,plan_time,user,zone
2677803,,RUB,96732632,null,10.825001056776465,19.633333333333333,12559527,moscow
48753062,,RUB,68130991,10.015,10.45331410622809,14.516666666666667,99133135,serpukhov
34999645,,RUB,67724939,6.459,6.495450262760279,11.933333333333334,60862362,narofominsk
09834601,,RUB,28053409,2.601,3.2369125321754737,11.616666666666667,7795549,moscow
58473277,,RUB,8350262,8.539,8.485398761404257,39.5,55730624,himki
97717098,,RUB,03284415,25.894,23.666741267995263,33.81666666666667,11973692,moscow
70321551,,RUB,68130991,2.729,2.845100638656443,6.633333333333334,32439984,serpukhov
72966469,,RUB,34460884,46.212,46.35346515595193,56.81666666666667,27418933,moscow
62395931,,RUB,17144870,null,3.0706789715504192,7.15,95363755,moscow
50178237,,RUB,17144870,20.314,20.40058216584899,24.816666666666666,20076350,troick
65350654,,RUB,7433242,6.951,6.879660539841728,19.883333333333333,12476217,moscow
0121248,,RUB,27318902,38.849,35.72703350318604,42.1,66358719,moscow
28853765,,RUB,96732632,21.24,13.464344947171421,34.266666666666666,33493244,moscow
74326231,,RUB,541744,31.088,28.351138488524747,44.35,54581743,moscow
04350849,,RUB,34460884,46.873,13.503262811103273,33.75,56009979,moscow
64818501,,RUB,76028546,19.31,19.416232503301583,42.68333333333333,50983653,vidnoe
5056225,,RUB,03357926,10.333,10.330442833963737,20.166666666666668,77919258,moscow
55394454,,RUB,56872166,2.604,2.7804957557345595,9.133333333333333,94182264,moscow
18157223,,RUB,67724939,2.889,3.1388335301446393,7.266666666666667,20883472,narofominsk
47072269,,RUB,18422661,2.089,2.1132895422754014,8.,58106344,moscow
20645348,,RUB,22227102,7.734,7.200740946421233,20.45,0242979,moscow
33387119,,RUB,48955393,17.255,17.624478995487614,33.43333333333333,0255828,vidnoe
18591117,,RUB,11181765,null,3.7207504048736184,6.733333333333333,71926975,moscow
31226051,,RUB,17144870,2.33,2.376744720479734,6.45,03688569,moscow
59462026,,RUB,96261212,null,14.031814240377741,32.21666666666667,34040309,moscow
9189288,,RUB,31907185,null,20.694428428352204,81.73333333333333,76221305,moscow
7367981,,RUB,729088,42.673,23.761399330779604,51.016666666666666,5099401,moscow
0467663,,RUB,22383534,null,3.773861587289222,14.416666666666666,63584761,moscow
46736758,,RUB,93261902,null,4.919059298344367,18.816666666666666,56739993,moscow
70170616,,RUB,68130991,5.532,6.166431148247009,16.3,04795334,serpukhov
44477656,,RUB,68130991,6.155,4.190235028237321,12.433333333333334,3417383,serpukhov
532635,,RUB,36098567,null,2.1781699550995812,8.4,58991086,moscow
67670722,,RUB,79861330,49.172,46.93588797787559,59.71666666666667,75494789,moscow
81874125,,RUB,3636635,null,1.5641786861117217,5.283333333333333,99222219,moscow
50384219,,RUB,94883216,8.555,7.916217807665323,17.133333333333333,82054505,moscow
9895108,,RUB,67724939,2.004,5.722765886466918,12.65,01944263,narofominsk
95775797,,RUB,67724939,null,3.4894306947256672,7.,31736872,narofominsk
00507977,,RUB,6775412,12.518,13.63531864629594,28.6,21261295,moscow
5012044,,RUB,54709492,null,2.6858126279751993,7.183333333333334,10136795,moscow
34883110,,RUB,05023189,null,15.504655704198688,21.65,10652021,moscow
81986119,,RUB,92121386,2.599,2.768273757468165,10.833333333333334,34688278,podolsk
37922441,,RUB,71032566,6.996,6.621643329871332,14.416666666666666,2716931,reutov
79636944,,RUB,17144870,0.906,0.8314842473962547,3.566666666666667,01032311,moscow
93940662,,RUB,28053409,6.544,3.7599514282536632,11.766666666666667,38978300,moscow
7338622,,RUB,32152971,null,3.6045859607836865,9.,99251227,troick
39837229,,RUB,96261212,54.083,48.3081322011428,77.38333333333334,03042593,moscow
1370015,,RUB,96011964,3.507,3.41335142173975,8.966666666666667,45829870,moscow
13528680,,RUB,94883216,null,36.39528567223318,65.25,88493462,moscow
4778897,,RUB,0990780,null,16.95933854176768,38.43333333333333,9424225,moscow
53579176,,RUB,52299060,69.135,69.63062343843576,82.35,5344325,dme
09896577,,RUB,3536466,0.589,1.0996873314930056,5.516666666666667,05835485,lyberci
47858427,,RUB,29119385,0.,23.76855237438877,44.85,58756291,moscow
27290163,,RUB,05023189,7.821,8.176432089542446,12.1,9154554,kotelniki
49505829,,RUB,73632113,13.403,11.151917921056402,21.833333333333332,61369107,moscow
4422637,,RUB,94883216,15.09,13.58157168411737,28.383333333333333,25524067,moscow
94013916,,RUB,46051150,4.869,4.804132936118239,10.866666666666667,72042862,moscow
89253641,,RUB,9871171,null,1.4105519416812742,5.5,15203243,moscow
80875122,,RUB,28053409,10.523,8.660680650192559,21.9,56094674,moscow
30090165,,RUB,67724939,6.657,6.884884050487309,20.383333333333333,8426160,narofominsk
90199487,,RUB,0990780,44.892,8.422942699066335,15.783333333333333,321654,moscow
8365587,,RUB,65014768,null,21.522284997482366,53.28333333333333,54579043,pushkino
39466003,,RUB,07368533,26.447,18.274602015949576,39.35,37783976,moscow
56365073,,RUB,56872166,2.693,2.677505189919992,6.516666666666667,17778066,moscow
43908113,,RUB,56475593,null,0.6180368060837861,5.083333333333333,13567147,moscow
38421528,,RUB,3826114,2.878,2.9052023594726033,7.3,91987627,nakhabino
07813597,,RUB,46653344,3.295,3.324002195027274,6.316666666666666,51390628,pushkino
74398491,,RUB,37772678,33.82,35.34766209229422,53.983333333333334,88488872,ramenskoe
1585303,,RUB,54709492,null,4.4547223546588945,12.466666666666667,39904590,moscow
13807849,,RUB,99717055,13.049,6.7929627155051815,18.05,47020867,moscow
92511433,,RUB,03284415,9.008,10.623913398805618,20.833333333333332,49911816,moscow
28364861,,RUB,0185588,5.015,5.075297755769924,11.733333333333333,7049911,lyberci
53303763,,RUB,3636635,null,4.271092718807218,14.516666666666667,8279941,moscow
51525514,,RUB,05023189,8.217,8.183419295796547,21.083333333333332,60662022,moscow
15246344,,RUB,46051150,7.232,7.567339541403079,15.6,33040997,moscow
66471588,,RUB,83844849,8.803,8.903841589470916,14.95,88482299,moscow
2339410,,RUB,92121386,1.446,1.5647179951851065,7.533333333333333,44647800,podolsk
0406670,,RUB,86751570,11.906,11.525527677714162,26.083333333333332,63568852,moscow
54829958,,RUB,2329642,34.198,32.56983501604678,38.53333333333333,84525758,stupino
59590521,,RUB,96011964,16.294,16.03489168180032,30.016666666666666,42003642,moscow
9439335,,RUB,96261212,19.832,24.005175436814575,38.55,51216177,zheleznodorozhny
8712217,,RUB,54709492,25.797,22.262006633512986,38.2,7002329,moscow
96939599,,RUB,7433242,7.389,7.51728428472514,26.95,38881869,moscow
70379337,,RUB,04452599,2.456,3.8578049529870775,12.133333333333333,18602136,moscow
64185550,,RUB,12700954,null,1.8022332537665915,3.8333333333333335,3438675,serpukhov
18881923,,RUB,36098567,null,2.5770615562555794,8.283333333333333,49017629,moscow
22229925,,RUB,48955393,null,6.856308961386251,18.8,20391816,moscow
20344248,,RUB,92121386,6.272,6.4335096038680115,16.55,2885921,podolsk
9223768,,RUB,03357926,12.977,10.7823867057026,30.366666666666667,75642408,moscow
33064234,,RUB,56872166,7.002,2.86391212437947,8.483333333333333,19363840,moscow
82346161,,RUB,76028546,13.053,9.651090913930686,25.366666666666667,71659475,moscow
97659185,,RUB,68130991,3.283,3.560788544843044,4.966666666666667,70874299,serpukhov
63325147,,RUB,29119385,2.353,2.4614827640660253,5.55,47489824,moscow
86477528,,RUB,81028125,2.64,2.7524819528617326,10.05,69437251,moscow
0444395,,RUB,6383411,null,7.1223794999403225,23.733333333333334,25449985,moscow
0561816,,RUB,66809212,null,21.190261898063447,18.466666666666665,77326438,moscow
87711925,,RUB,02110926,22.602,11.076031674664515,27.066666666666666,5049168,moscow
4526979,,RUB,67724939,3.427,3.4072701450056524,7.783333333333333,83643411,narofominsk
40079463,,RUB,729088,null,12.609331256371297,35.,99803284,moscow
61007584,,RUB,96732632,13.692,9.201102466928596,27.183333333333334,00463424,moscow
08081125,,RUB,07368533,17.094,11.540026819829713,18.4,2685588,moscow
64077217,,RUB,26025772,null,7.12377032986325,12.4,15694477,moscow
46895790,,RUB,56475593,null,6.285305652722982,12.866666666666667,52691743,moscow
31590630,,RUB,0660086,53.048,46.41744154488088,61.63333333333333,91136026,dme
55024347,,RUB,71032566,2.615,2.638522198626222,6.9,14214684,reutov
78443721,,RUB,46051150,1.852,1.9055182415573975,5.916666666666667,65562429,moscow
62073017,,RUB,01459241,15.058,14.672087344262707,31.716666666666665,66819750,moscow
69955581,,RUB,6652205,17.803,17.881730421167386,20.883333333333333,6057582,moscow
88458263,,RUB,48955393,3.779,3.7682070914074295,7.466666666666667,28206917,moscow
01577253,,RUB,36931055,11.265,9.117892493547036,23.4,75963528,balashiha
50288017,,RUB,2770778,null,5.453589604168846,17.883333333333333,9937721,moscow
28520687,,RUB,81028125,33.599,33.287319689178545,63.666666666666664,87839865,moscow
31558485,,RUB,03357926,7.464,7.471397300588258,24.283333333333335,92202751,moscow
09667389,,RUB,729088,null,2.3217382570004874,6.716666666666667,68869760,moscow
00710801,,RUB,75732898,10.873,11.417289070698576,25.366666666666667,77790509,moscow
72116766,,RUB,82646235,12.534,3.7057104186907233,19.033333333333335,02143305,moscow
84992425,,RUB,66809212,null,4.5388156281183125,8.066666666666666,71926975,moscow
24242426,,RUB,37772678,9.648,6.310705102918882,19.416666666666668,1611857,moscow
67617237,,RUB,16238153,10.448,10.89734401561598,15.833333333333334,4667014,podolsk
14738159,,RUB,67724939,3.342,3.3249498671582516,8.333333333333334,84512441,narofominsk
75938755,,RUB,2770778,0.999,1.1223964364213985,4.05,68510702,moscow
3998443,,RUB,28053409,5.827,5.6671844791367425,10.1,63571162,moscow
52910859,,RUB,37772678,null,4.6748285962561855,24.4,10034522,moscow
22982069,,RUB,729088,28.885,12.791792800131638,31.133333333333333,84778002,moscow
32568641,,RUB,94414125,18.795,18.856940915193814,29.516666666666666,81725010,odincovo
96619528,,RUB,2195293,null,38.779221608626465,80.61666666666666,70762903,korolev
40296977,,RUB,56475593,null,2.5171996643205157,6.433333333333334,78237005,moscow
9405957,,RUB,76028546,7.237,7.1658957815651085,13.066666666666666,05728708,moscow
84438779,,RUB,73632113,30.77,31.32855887495339,51.333333333333336,13436208,krasnogorsk
3143306,,RUB,8350262,3.832,3.738590822490513,8.85,0323693,dolgoprudniy
63710503,,RUB,60912933,null,1.2679294285350793,5.666666666666667,24740305,moscow
83866009,,RUB,2630481,null,5.916487179967612,14.433333333333334,3851691,podolsk
34499415,,RUB,54348592,5.391,5.356537077852416,12.866666666666667,69885354,lyberci
22169907,,RUB,94883216,27.109,27.055435348617486,41.5,22656894,lyberci
63245147,,RUB,2630481,6.353,5.854172475865789,14.133333333333333,3851691,podolsk
5192310,,RUB,46653344,null,3.016304668433847,9.316666666666666,22237213,moscow
8193245,,RUB,98111392,null,7.220904668756923,17.233333333333334,67089724,lyberci
17709039,,RUB,67724939,12.27,12.400810000173053,22.016666666666666,58010942,narofominsk
01316931,,RUB,25212755,5.628,3.5400483013621824,9.95,34172337,moscow
57531217,,RUB,46051150,6.888,7.028661392942333,17.783333333333335,49808653,moscow
93107524,,RUB,56829931,2.009,2.3061500325602737,6.233333333333333,76733783,odincovo
75786522,,RUB,729088,null,12.215015514700873,27.45,86159583,moscow
1361276,,RUB,98111392,null,2.0830337167135378,5.566666666666666,3071601,lyberci
62611042,,RUB,34460884,41.364,41.35895579950667,56.,74196903,podolsk
55999308,,RUB,96261212,25.925,8.139901815615197,24.183333333333334,83045983,moscow
14889982,,RUB,41522328,1.52,1.9437093172398061,5.9,9994115,moscow
86209439,,RUB,00125920,174.99,25.05673175924692,35.266666666666666,14919773,moscow
8205856,,RUB,7615016,null,10.02055631680462,12.8,86072755,moscow
47362509,,RUB,18422661,1.348,1.3417564602997496,4.583333333333333,02847075,moscow
33770051,,RUB,74391989,3.568,3.8418638931172286,11.166666666666666,5542791,moscow
0936821,,RUB,52466634,1.777,2.051566408342267,7.483333333333333,80958857,moscow
87637351,,RUB,89781544,1.168,1.1853318437706155,4.65,04916766,moscow
05367600,,RUB,71032566,7.655,7.862516924275546,16.766666666666666,0560407,moscow
68492964,,RUB,7615016,null,11.469439641678788,14.216666666666667,5580724,moscow
19110002,,RUB,96261212,1.897,2.0126864750988163,5.533333333333333,0909563,moscow
53439837,,RUB,2770778,1.715,1.7002170143232858,6.616666666666666,2099923,moscow
43049538,,RUB,98111392,null,9.390084232500826,25.783333333333335,2108950,moscow
41374001,,RUB,76028546,2.701,2.763904311598564,8.45,27368099,moscow
69462839,,RUB,22227102,21.359,20.8461343717223,33.96666666666667,08834072,moscow
22308163,,RUB,22227102,3.285,2.9470037276063143,8.416666666666666,87277557,moscow
8315601,,RUB,41522328,3.219,3.2062398531120553,10.166666666666666,59923957,moscow
8768677,,RUB,5374615,null,40.43052761330743,77.55,6298962,moscow
28450794,,RUB,54727714,6.032,5.571818483336365,15.416666666666666,37219895,moscow
0479040,,RUB,03357926,12.628,11.802437985854754,29.283333333333335,02923497,moscow
8253273,,RUB,12700954,3.79,3.8738377782954942,6.65,19618107,serpukhov
62642727,,RUB,68130991,5.897,6.118530827863406,12.266666666666667,0688253,serpukhov
04527984,,RUB,67724939,4.192,4.205980648411064,7.35,19525093,narofominsk
1326181,,RUB,7433242,83.716,56.042007509165785,82.86666666666666,54988475,moscow_region
86603972,,RUB,96011964,null,46.411441522125436,61.53333333333333,57700444,moscow
15157457,,RUB,98111392,20.889,20.697359049182047,38.63333333333333,42532092,lyberci
67190977,,RUB,41522328,6.37,6.102384308349982,18.133333333333333,47546671,moscow
12949326,,RUB,17144870,2.199,2.267297577665844,7.166666666666667,22995853,moscow
15997716,,RUB,02110926,49.403,49.68868597447832,73.88333333333334,38282232,vko
29442450,,RUB,56872166,2.86,3.743200569590148,9.883333333333333,9529499,moscow
88658617,,RUB,58984135,29.557,24.365307378679212,35.85,21424614,moscow
4801173,,RUB,96732632,null,1.2776095824907168,5.35,84855893,moscow
64661651,,RUB,1996092,10.089,9.037699446612727,27.933333333333334,48389726,lyberci
92220622,,RUB,66809212,null,1.1445114063904878,5.25,51948881,krasnogorsk
37370213,,RUB,729088,6.632,6.795916191357482,14.,94646424,moscow
2344258,,RUB,54348592,3.912,3.8790986775396727,11.65,78372129,lyberci
83015385,,RUB,18422661,9.277,6.055155849449806,21.366666666666667,9046406,moscow
13961201,,RUB,6652205,16.14,16.227485500349154,19.55,71827773,vko
9885266,,RUB,36098567,null,1.6809014808212457,5.9,49374067,moscow
60552929,,RUB,96261212,11.987,7.591789359631267,13.116666666666667,4520750,moscow
30083577,,RUB,31907185,null,13.62848458757352,32.416666666666664,02873474,moscow
8617618,,RUB,96732632,43.524,22.017525549669287,42.88333333333333,00275862,moscow
08618447,,RUB,96732632,2.834,3.093372373286941,9.3,66831171,moscow
7740744,,RUB,25212755,17.033,13.59502044212902,33.666666666666664,18373961,moscow
6277352,,RUB,56829931,1.507,1.4768761636229295,3.216666666666667,80579354,odincovo
47439845,,RUB,32152971,null,30.797214562865094,71.35,00522744,moscow
52038398,,RUB,96261212,9.55,5.978004948565555,16.5,15856844,moscow
28783732,,RUB,00125920,19.298,19.354943782782627,23.5,36172775,moscow
18157875,,RUB,37772678,3.808,2.430509810506577,7.416666666666667,1830479,moscow
2923094,,RUB,85962232,48.221,37.199600994804115,76.53333333333333,62644742,moscow
43278295,,RUB,66397037,null,135.60531897585386,177.23333333333332,48752113,zelenograd
84045769,,RUB,34233152,null,18.578267647004708,28.016666666666666,7476867,moscow
89354217,,RUB,67724939,4.007,4.04842162604924,7.,93161400,narofominsk
0324114,,RUB,89781544,15.577,15.599641100125615,26.383333333333333,07025735,moscow
94917816,,RUB,92121386,3.557,3.7581154540593262,16.55,3208484,podolsk
23466273,,RUB,76028546,41.104,7.519812336542479,16.016666666666666,33162939,moscow
71809755,,RUB,41522328,18.535,12.782754379081977,37.61666666666667,87656858,moscow
20261262,,RUB,7615016,29.235,31.02470436395658,45.6,91354172,krasnogorsk
23862011,,RUB,03357926,7.3,7.206977418830122,19.566666666666666,47184817,moscow
3870324,,RUB,17144870,7.351,7.430144215024336,15.5,80805322,moscow
50031351,,RUB,16238153,14.967,15.232392322550734,16.616666666666667,226244,podolsk
10964283,,RUB,01459241,35.014,33.489921412166176,54.93333333333333,88998801,moscow
58901544,,RUB,37772678,11.088,4.512080969111018,14.183333333333334,5193089,moscow
22682838,,RUB,85962232,2.408,2.140292096433824,8.7,54850086,moscow
67965213,,RUB,2770778,null,2.3760521722258017,8.5,78847728,moscow
5978567,,RUB,68130991,5.182,5.665007946954415,12.5,4214165,serpukhov
8941047,,RUB,5374615,5.91,6.072229306653281,12.816666666666666,38539926,moscow
70484587,,RUB,93261902,21.294,12.0813907474555,28.466666666666665,56925456,moscow
02449361,,RUB,36098567,null,2.0092652420598522,11.183333333333334,40343476,moscow
79204435,,RUB,75732898,55.374,55.75543121166232,55.416666666666664,77132555,moscow
17051951,,RUB,28053409,11.109,9.683764129804041,15.6,32639783,moscow
53966308,,RUB,58984135,11.768,11.429150510335043,22.633333333333333,3075704,moscow
5227333,,RUB,68827832,19.909,15.795331241033214,36.483333333333334,68559702,moscow
84430950,,RUB,12700954,5.067,5.386020589523552,9.25,45755931,serpukhov
9102719,,RUB,92121386,4.758,4.437916888650899,11.65,63698173,podolsk
61215247,,RUB,2630481,null,5.898050418482111,14.766666666666667,3851691,podolsk
8345903,,RUB,12700954,15.065,15.117066091007725,24.05,7293515,serpukhov
04647277,,RUB,67724939,4.593,4.7860096868170645,10.566666666666666,74046739,narofominsk
18030147,,RUB,41522328,5.982,6.098490822528227,13.766666666666667,32333417,moscow
50513594,,RUB,18422661,45.656,34.94676788362534,64.66666666666667,96066735,moscow
3440684,,RUB,2770778,3.735,3.253205481051997,10.183333333333334,79278159,moscow
99069029,,RUB,0660086,null,46.40652945434161,63.016666666666666,8389848,dme
48434104,,RUB,46051150,null,7.504520971486107,22.066666666666666,50305464,moscow
78737253,,RUB,00125920,2.723,3.4664185971865025,9.65,27481361,moscow
42115663,,RUB,98111392,6.921,8.07574294231005,15.216666666666667,23070046,moscow
39538745,,RUB,2770778,3.046,3.127329626426451,8.75,40827992,moscow
74746468,,RUB,67724939,3.74,3.7051805681363046,6.5,9906779,narofominsk
28804725,,RUB,7615016,5.572,5.789735926633795,13.466666666666667,56852734,moscow
71182355,,RUB,96732632,20.249,19.247151369849316,33.45,07962060,moscow
98929917,,RUB,03357926,2.138,5.653629943446796,25.466666666666665,68556568,moscow
52234077,,RUB,92121386,5.113,5.7372590652687325,18.516666666666666,3198914,podolsk
90935588,,RUB,36098567,null,1.471230195736143,6.25,98053914,moscow
74525820,,RUB,54348592,9.094,9.425066750059635,27.433333333333334,65897716,lyberci
81702267,,RUB,12700954,3.392,3.5139270147640684,6.666666666666667,4537531,serpukhov
62715474,,RUB,94414125,7.017,6.940379858802318,12.,42754014,moscow
42020914,,RUB,17144870,19.217,19.376285332482098,20.433333333333334,21656247,troick
40212259,,RUB,56829931,1.371,1.3759682766415395,3.0166666666666666,45631992,odincovo
83890960,,RUB,46653344,5.657,5.698662714495083,8.55,57143263,moscow
59372107,,RUB,68827832,27.619,9.18065416339179,25.416666666666668,69424641,moscow
53524015,,RUB,29119385,4.3,4.066786111001105,7.966666666666667,58024534,dzerzhinsky
87958238,,RUB,3123193,19.464,20.087464117874138,46.333333333333336,08550329,moscow
7508227,,RUB,41522328,5.914,6.896657610436947,18.133333333333333,67228752,moscow
2352785,,RUB,82646235,23.754,22.09718458427124,45.65,11498830,moscow
84528173,,RUB,96261212,3.847,4.593624962067612,7.233333333333333,24874388,moscow
73989662,,RUB,07368533,null,57.232197513153686,78.2,57884530,moscow
5233341,,RUB,67724939,2.092,2.1025666121099937,4.916666666666667,12917114,narofominsk
58034445,,RUB,85962232,null,14.250670676937979,35.8,40067824,moscow
39652985,,RUB,85962232,10.557,8.157268707327708,28.216666666666665,92916758,moscow
16432212,,RUB,68130991,5.603,5.942093682504984,11.916666666666666,62262728,serpukhov
69706817,,RUB,3536466,13.052,13.519467981285722,19.566666666666666,85676673,moscow
5304666,,RUB,34233152,6.444,6.156583243891717,12.533333333333333,8260084,moscow
53308792,,RUB,66397037,null,21.8164040062781,51.7,2978123,moscow
42434148,,RUB,37772678,18.218,7.5189312708337175,19.833333333333332,62780895,moscow
815403,,RUB,29119385,0.,29.411429098036532,47.65,51998347,moscow
04040820,,RUB,12700954,0.949,1.29021097436939,4.05,7847899,serpukhov
64977928,,RUB,54131153,null,14.91940212948944,35.96666666666667,5978629,moscow
4718763,,RUB,56475593,null,2.3081461895961515,7.5,22807746,moscow
2907988,,RUB,54131153,14.938,14.839998066765352,36.483333333333334,58876304,moscow
74149886,,RUB,86438608,43.121,42.797181837934986,43.03333333333333,5192391,himki
642815,,RUB,76028546,11.533,9.126049760868586,22.,2386174,moscow
75629124,,RUB,82646235,7.611,7.665826773645164,17.583333333333332,01743666,moscow
0118456,,RUB,74391989,null,12.567857198138178,30.133333333333333,11590103,moscow
4765393,,RUB,3826114,10.337,6.259167720748662,15.466666666666667,15775035,moscow
67947642,,RUB,75540182,4.179,4.400927266723855,12.9,05252585,podolsk
85478049,,RUB,56829931,null,8.203902939248788,15.716666666666667,61587647,moscow
13755230,,RUB,6491296,40.173,33.45276818544759,55.05,3169121,dzerzhinsky
59975800,,RUB,5993642,null,2.647770031861276,4.983333333333333,97239333,moscow
17608700,,RUB,7615016,17.787,9.292827200249238,21.916666666666668,6605931,moscow
9468191,,RUB,54709492,13.811,12.772945059154281,23.333333333333332,42994589,himki
83965723,,RUB,7433242,13.304,13.02488075378321,20.583333333333332,06937446,moscow
80329162,,RUB,22880700,4.253,4.02368489937003,8.466666666666667,41503188,pavlovskyposad
29251292,,RUB,6775412,15.688,16.588588218872513,26.416666666666668,42491788,moscow
0022479,,RUB,56872166,1.381,1.1421004929159062,4.383333333333334,989705,moscow
7810666,,RUB,97400578,4.031,3.0894787652332956,8.9,27890570,moscow
44668748,,RUB,94708038,null,1.2809574123724208,9.116666666666667,81816928,moscow
5868032,,RUB,56829931,null,4.543674308062685,11.983333333333333,49337266,moscow
5881807,,RUB,33444546,null,1.115209664368314,4.65,58274053,moscow
13657171,,RUB,6383411,9.303,7.057897556281336,19.,19411366,moscow
90308606,,RUB,86438608,null,18.50626569759104,26.,2622840,moscow
13152192,,RUB,22383534,5.171,4.907978157934406,15.4,15191657,podolsk
89688130,,RUB,76497959,null,1.125635708552623,5.65,64043326,moscow
67050250,,RUB,11213429,null,2.281308005474251,5.533333333333333,08531153,moscow
08410076,,RUB,5993642,1.868,2.019850914040442,6.433333333333334,59643237,moscow
3291062,,RUB,86438608,25.775,25.788798138948845,39.06666666666667,82741344,moscow
40101264,,RUB,3826114,null,7.615620931426001,22.066666666666666,1424701,moscow
90228729,,RUB,46051150,5.482,5.968898815626362,15.616666666666667,881278,moscow
56776028,,RUB,83949882,3.384,2.1080827403500426,7.05,81243355,moscow
5290209,,RUB,7433242,null,3.7174287305910374,8.8,81114874,moscow
83038314,,RUB,9871171,null,1.4164816256559396,5.55,15203243,moscow
02280049,,RUB,393394,null,1.2094744795509849,5.266666666666667,08531153,moscow
8211050,,RUB,3826114,null,3.4104943143397866,9.716666666666667,11985982,moscow
54554129,,RUB,729088,21.773,22.030521347421644,35.96666666666667,65072509,moscow
85940866,,RUB,7433242,2.449,2.3183005678104456,7.816666666666666,34972854,moscow
48190981,,RUB,56829931,9.305,9.452394777925806,13.433333333333334,40171225,moscow
11302909,,RUB,98111392,11.156,11.121110060730604,23.933333333333334,91095914,moscow
31576009,,RUB,29119385,null,5.603786808536358,14.433333333333334,64346349,moscow
651877,,RUB,58984135,10.254,4.564716315827595,11.366666666666667,5340658,moscow
57284865,,RUB,3536466,null,4.2316515703905635,8.466666666666667,59858792,moscow
27593504,,RUB,71866488,13.508,13.211429257119732,26.3,05004496,zheleznodorozhny
05538456,,RUB,56872166,5.986,3.5731880909997518,7.633333333333334,08913188,moscow
59975046,,RUB,56872166,6.917,3.556615372168255,8.616666666666667,96356297,moscow
91874276,,RUB,29119385,35.035,34.43395644037576,45.86666666666667,14617106,moscow
14652616,,RUB,82646235,1.117,1.330304828162281,4.95,08716995,moscow
21659163,,RUB,1996092,4.631,6.152745509563623,12.1,1688141,podolsk
25827592,,RUB,75540182,6.876,6.517532915170043,17.55,96052700,podolsk
28054423,,RUB,28970907,null,52.42723477588525,135.95,00522744,himki
29314045,,RUB,9112469,1.745,1.7480680687431578,5.35,73127563,moscow
48966183,,RUB,28053409,10.686,10.654795014483392,16.966666666666665,86504248,moscow
8876343,,RUB,7433242,8.173,8.031571024024679,17.666666666666668,31366722,moscow
92811288,,RUB,38907466,42.354,32.36902626979957,48.2,45691285,troick
05257323,,RUB,94708038,null,1.068256033957306,5.666666666666667,46452657,moscow
55010843,,RUB,75540182,null,5.082127630507715,6.433333333333334,71328120,podolsk
18207068,,RUB,04452599,4.646,4.213858137108376,9.016666666666667,81317578,krasnogorsk
59545455,,RUB,6491296,3.172,3.374932486460174,9.783333333333333,25261476,dzerzhinsky
76304770,,RUB,72259980,null,4.443802338231917,9.966666666666667,99251227,mytishchi
21078601,,RUB,75540182,3.003,2.6402607400559726,5.183333333333334,6095619,podolsk
21264053,,RUB,9871171,null,1.7527114309630265,6.95,58274053,moscow
29652647,,RUB,83844849,null,22.374396429248335,30.333333333333332,4867787,ramenskoe
61024209,,RUB,393394,null,0.3607577325475187,3.783333333333333,37130119,moscow
94272055,,RUB,83949882,9.689,4.859835913402459,12.033333333333333,91656184,moscow
55513836,,RUB,22383534,45.15,42.2684947934616,73.66666666666667,73054621,podolsk
61934827,,RUB,58984135,1.925,2.059845994345347,6.316666666666666,30435880,moscow
9547146,,RUB,22880700,2.604,2.6333032024425473,5.166666666666667,61511648,pavlovskyposad
6658781,,RUB,67724939,3.86,3.862674539913395,6.466666666666667,45651875,narofominsk
47846945,,RUB,22643084,3.144,4.496189203685411,15.716666666666667,64339827,moscow
37051330,,RUB,1011989,null,20.674263816685368,24.083333333333332,7454033,moscow
86097949,,RUB,71032566,14.43,14.110773571788917,28.566666666666666,15861897,moscow
33575139,,RUB,81028125,19.215,18.49946299281535,27.483333333333334,56108491,balashiha
84669540,,RUB,3123193,18.796,15.404895785612124,30.1,91146117,moscow
48799525,,RUB,5993642,2.386,2.742787972746192,7.1,81266115,moscow
5750211,,RUB,56829931,1.663,1.6978374342657498,5.833333333333333,3475651,moscow
10660061,,RUB,71032566,null,9.104917871822812,16.416666666666668,78844976,moscow
32282479,,RUB,32231563,25.94,13.548486106195512,24.183333333333334,88720255,moscow
21921752,,RUB,83844849,4.38,4.531787290444033,10.366666666666667,31132309,ramenskoe
8664842,,RUB,2195293,null,4.61673365437054,9.95,2786771,himki
20748510,micro_code,RUB,20999223,null,5.033601699889318,10.95,10450173,moscow
2533200,,RUB,7615016,9.993,10.318590632979511,18.116666666666667,11173268,moscow
06873378,,RUB,67724939,3.833,3.8481719320225234,9.416666666666666,73180592,narofominsk
62427582,,RUB,82646235,null,18.072088301786945,33.733333333333334,75498729,moscow
49578052,,RUB,41522328,62.601,41.162978470826424,73.41666666666667,3343423,svo
88437811,,RUB,541744,null,21.69147031349197,33.166666666666664,68945196,moscow
77228794,,RUB,75540182,null,14.883165437766836,18.716666666666665,33805276,podolsk
25168359,,RUB,3536466,14.439,9.9067279944036,23.683333333333334,55067102,moscow
79637134,,RUB,22880700,9.546,9.290996868518913,15.4,92551094,pavlovskyposad
22682499,,RUB,38907466,18.156,7.866914402364799,17.683333333333334,5839915,moscow
13792008,,RUB,82646235,6.463,6.486739154659831,20.2,88869138,moscow
40047669,,RUB,34460884,7.311,6.482371147504795,15.65,30689554,moscow
